author_type,url,location,deal_type,accommodation_type,price,year_of_construction,house_material_type,living_meters,floors_count,underground,creation_date,price_per_m2,underground_list,month,year_month,year,day_of_week
realtor_based,https://www.cian.ru/rent/flat/319524074/,Москва,rent_long,flat,290300.0,,monolithBrick,60.1,28,"Багратионовская, Парк Победы, Филёвский парк",2025-07-08,4830.282861896839,"['Багратионовская', 'Парк Победы', 'Филёвский парк']",7,2025-07,2025,1
realtor_based,https://www.cian.ru/rent/flat/313850443/,Москва,rent_long,flat,200600.0,2005.0,panel,53.3,22,"Поклонная, Ломоносовский проспект, Киевская",2025-02-18,3763.6022514071296,"['Поклонная', 'Ломоносовский проспект', 'Киевская']",2,2025-02,2025,1
realtor_based,https://www.cian.ru/rent/flat/317523322/,Москва,rent_long,flat,84300.0,1960.0,panel,25.0,5,"Ломоносовский проспект, Минская, Минская",2025-05-14,3372.0,"['Ломоносовский проспект', 'Минская', 'Минская']",5,2025-05,2025,2
realtor_based,https://www.cian.ru/rent/flat/316058969/,Москва,rent_long,flat,79800.0,2024.0,panel,18.0,24,"Бульвар Генерала Карбышева, Серебряный Бор, Щукинская",2025-04-09,4433.333333333333,"['Бульвар Генерала Карбышева', 'Серебряный Бор', 'Щукинская']",4,2025-04,2025,2
realtor_based,https://www.cian.ru/rent/flat/319463100/,Москва,rent_long,flat,95200.0,2022.0,monolith,18.0,25,"Октябрьское поле, Бульвар Генерала Карбышева, Серебряный Бор",2025-07-05,5288.888888888889,"['Октябрьское поле', 'Бульвар Генерала Карбышева', 'Серебряный Бор']",7,2025-07,2025,5
realtor_based,https://www.cian.ru/rent/flat/319554040/,Москва,rent_long,flat,89500.0,2006.0,panel,28.7,17,"Ховрино, Ховрино, Грачёвская",2025-07-08,3118.466898954704,"['Ховрино', 'Ховрино', 'Грачёвская']",7,2025-07,2025,1
realtor_based,https://www.cian.ru/rent/flat/315551205/,Москва,rent_long,flat,90000.0,2024.0,unknown,30.0,28,Щукинская,2025-03-28,3000.0,['Щукинская'],3,2025-03,2025,4
realtor_based,https://www.cian.ru/rent/flat/316823671/,Москва,rent_long,flat,70800.0,2012.0,panel,20.0,25,"Народное Ополчение, Народное Ополчение, Бульвар Генерала Карбышева",2025-04-26,3540.0,"['Народное Ополчение', 'Народное Ополчение', 'Бульвар Генерала Карбышева']",4,2025-04,2025,5
realtor_based,https://www.cian.ru/rent/flat/318773958/,Москва,rent_long,flat,45700.0,2024.0,monolith,12.0,14,"Бунинская аллея, Щербинка, Силикатная",2025-06-16,3808.3333333333335,"['Бунинская аллея', 'Щербинка', 'Силикатная']",6,2025-06,2025,0
realtor_based,https://www.cian.ru/rent/flat/318757313/,Москва,rent_long,flat,70800.0,1993.0,panel,36.7,11,"Пятницкое шоссе, Митино, Волоколамская",2025-06-16,1929.1553133514985,"['Пятницкое шоссе', 'Митино', 'Волоколамская']",6,2025-06,2025,0
realtor_based,https://www.cian.ru/rent/flat/319633108/,Москва,rent_long,flat,229990.0,2021.0,monolithBrick,63.1,24,"Шелепиха, Шелепиха, Звенигородская",2025-07-10,3644.849445324881,"['Шелепиха', 'Шелепиха', 'Звенигородская']",7,2025-07,2025,3
realtor_based,https://www.cian.ru/rent/flat/319395589/,Москва,rent_long,flat,99000.0,,unknown,33.7,33,"Кантемировская, Царицыно",2025-07-03,2937.6854599406524,"['Кантемировская', 'Царицыно']",7,2025-07,2025,3
realtor_based,https://www.cian.ru/rent/flat/319675415/,Москва,rent_long,flat,53100.0,1997.0,panel,18.9,17,"Шипиловская, Борисово, Красногвардейская",2025-07-11,2809.5238095238096,"['Шипиловская', 'Борисово', 'Красногвардейская']",7,2025-07,2025,4
realtor_based,https://www.cian.ru/rent/flat/315489248/,Москва,rent_long,flat,58300.0,1983.0,panel,18.9,16,"Шипиловская, Красногвардейская, Зябликово",2025-03-27,3084.656084656085,"['Шипиловская', 'Красногвардейская', 'Зябликово']",3,2025-03,2025,3
realtor_based,https://www.cian.ru/rent/flat/319460370/,Москва,rent_long,flat,50000.0,1966.0,panel,26.0,5,"Новогиреево, Перово, Новогиреево",2025-07-05,1923.076923076923,"['Новогиреево', 'Перово', 'Новогиреево']",7,2025-07,2025,5
realtor_based,https://www.cian.ru/rent/flat/319480353/,Москва,rent_long,flat,70800.0,2018.0,monolith,11.6,14,"Домодедовская, Зябликово, Орехово",2025-07-06,6103.448275862069,"['Домодедовская', 'Зябликово', 'Орехово']",7,2025-07,2025,6
realtor_based,https://www.cian.ru/rent/flat/319247851/,Москва,rent_long,flat,135000.0,2000.0,panel,60.9,17,"Щукинская, Стрешнево, Стрешнево",2025-06-30,2216.7487684729062,"['Щукинская', 'Стрешнево', 'Стрешнево']",6,2025-06,2025,0
realtor_based,https://www.cian.ru/rent/flat/319676199/,Москва,rent_long,flat,99800.0,2014.0,monolith,24.0,19,"ЦСКА, Полежаевская, Беговая, Хорошёвская",2025-07-11,4158.333333333333,"['ЦСКА', 'Полежаевская', 'Беговая', 'Хорошёвская']",7,2025-07,2025,4
realtor_based,https://www.cian.ru/rent/flat/319728059/,Москва,rent_long,flat,141990.0,2021.0,monolithBrick,46.8,24,"Октябрьское поле, Бульвар Генерала Карбышева, Серебряный Бор",2025-07-14,3033.9743589743593,"['Октябрьское поле', 'Бульвар Генерала Карбышева', 'Серебряный Бор']",7,2025-07,2025,0
realtor_based,https://www.cian.ru/rent/flat/319633111/,Москва,rent_long,flat,241400.0,2021.0,monolithBrick,74.7,24,"Шелепиха, Шелепиха, Звенигородская",2025-07-10,3231.5930388219545,"['Шелепиха', 'Шелепиха', 'Звенигородская']",7,2025-07,2025,3
realtor_based,https://www.cian.ru/rent/flat/319585338/,Москва,rent_long,flat,37000.0,,unknown,18.0,14,"Щербинка, Силикатная, Бунинская аллея",2025-07-09,2055.5555555555557,"['Щербинка', 'Силикатная', 'Бунинская аллея']",7,2025-07,2025,2
realtor_based,https://www.cian.ru/rent/flat/317712547/,Москва,rent_long,flat,450000.0,,unknown,84.0,7,"Смоленская, Арбатская, Баррикадная, Краснопресненская, Александровский сад, Библиотека им. Ленина, Кропоткинская",2025-05-19,5357.142857142857,"['Смоленская', 'Арбатская', 'Баррикадная', 'Краснопресненская', 'Александровский сад', 'Библиотека им. Ленина', 'Кропоткинская']",5,2025-05,2025,0
realtor_based,https://www.cian.ru/rent/flat/316642425/,Москва,rent_long,flat,36000.0,2015.0,monolith,17.0,15,"Щербинка, Бунинская аллея, Остафьево",2025-04-22,2117.6470588235293,"['Щербинка', 'Бунинская аллея', 'Остафьево']",4,2025-04,2025,1
realtor_based,https://www.cian.ru/rent/flat/297427153/,Москва,rent_long,flat,300000.0,,unknown,30.0,9,"Маяковская, Тверская, Пушкинская, Чеховская, Белорусская, Новослободская, Белорусская, Менделеевская",2024-01-18,10000.0,"['Маяковская', 'Тверская', 'Пушкинская', 'Чеховская', 'Белорусская', 'Новослободская', 'Белорусская', 'Менделеевская']",1,2024-01,2024,3
realtor_based,https://www.cian.ru/rent/flat/318391817/,Москва,rent_long,flat,61600.0,2000.0,panel,18.0,20,"Бескудниково, Яхромская, Лианозово",2025-06-04,3422.222222222222,"['Бескудниково', 'Яхромская', 'Лианозово']",6,2025-06,2025,2
realtor_based,https://www.cian.ru/rent/flat/319359692/,Москва,rent_long,flat,320000.0,1912.0,brick,30.0,6,"Смоленская, Кропоткинская, Парк Культуры, Арбатская, Киевская",2025-07-02,10666.666666666666,"['Смоленская', 'Кропоткинская', 'Парк Культуры', 'Арбатская', 'Киевская']",7,2025-07,2025,2
realtor_based,https://www.cian.ru/rent/flat/318115202/,Москва,rent_long,flat,370000.0,,unknown,30.0,75,"Деловой центр, Деловой центр, Москва-Сити, Москва-Сити, Деловой центр, Москва-Сити, Шелепиха",2025-05-28,12333.333333333334,"['Деловой центр', 'Деловой центр', 'Москва-Сити', 'Москва-Сити', 'Деловой центр', 'Москва-Сити', 'Шелепиха']",5,2025-05,2025,2
realtor_based,https://www.cian.ru/rent/flat/319582337/,Москва,rent_long,flat,320000.0,1912.0,brick,30.0,6,"Смоленская, Кропоткинская, Парк Культуры, Арбатская, Киевская",2025-07-09,10666.666666666666,"['Смоленская', 'Кропоткинская', 'Парк Культуры', 'Арбатская', 'Киевская']",7,2025-07,2025,2
realtor_based,https://www.cian.ru/rent/flat/319192676/,Москва,rent_long,flat,210000.0,,unknown,30.0,79,"Москва-Сити, Москва-Сити, Деловой центр, Деловой центр, Деловой центр, Москва-Сити, Шелепиха, Шелепиха",2025-06-27,7000.0,"['Москва-Сити', 'Москва-Сити', 'Деловой центр', 'Деловой центр', 'Деловой центр', 'Москва-Сити', 'Шелепиха', 'Шелепиха']",6,2025-06,2025,4
realtor_based,https://www.cian.ru/rent/flat/306104269/,Москва,rent_long,flat,55000.0,1961.0,brick,23.0,9,"Университет, Проспект Вернадского, Проспект Вернадского, Новаторская",2024-08-17,2391.304347826087,"['Университет', 'Проспект Вернадского', 'Проспект Вернадского', 'Новаторская']",8,2024-08,2024,5
realtor_based,https://www.cian.ru/rent/flat/319193074/,Москва,rent_long,flat,220000.0,,unknown,30.0,79,"Москва-Сити, Москва-Сити, Деловой центр, Деловой центр, Деловой центр, Москва-Сити, Шелепиха, Шелепиха",2025-06-27,7333.333333333333,"['Москва-Сити', 'Москва-Сити', 'Деловой центр', 'Деловой центр', 'Деловой центр', 'Москва-Сити', 'Шелепиха', 'Шелепиха']",6,2025-06,2025,4
realtor_based,https://www.cian.ru/rent/flat/319193395/,Москва,rent_long,flat,390000.0,,unknown,30.0,79,"Москва-Сити, Москва-Сити, Деловой центр, Деловой центр, Деловой центр, Москва-Сити, Шелепиха, Шелепиха",2025-06-27,13000.0,"['Москва-Сити', 'Москва-Сити', 'Деловой центр', 'Деловой центр', 'Деловой центр', 'Москва-Сити', 'Шелепиха', 'Шелепиха']",6,2025-06,2025,4
realtor_based,https://www.cian.ru/rent/flat/318463291/,Москва,rent_long,flat,105300.0,2013.0,panel,22.3,16,"Коломенская, Автозаводская, Нагатинская",2025-06-06,4721.973094170404,"['Коломенская', 'Автозаводская', 'Нагатинская']",6,2025-06,2025,4
realtor_based,https://www.cian.ru/rent/flat/314490621/,Москва,rent_long,flat,219000.0,2020.0,monolith,50.0,78,"Москва-Сити, Москва-Сити, Деловой центр, Деловой центр, Деловой центр, Москва-Сити, Шелепиха, Шелепиха",2025-03-04,4380.0,"['Москва-Сити', 'Москва-Сити', 'Деловой центр', 'Деловой центр', 'Деловой центр', 'Москва-Сити', 'Шелепиха', 'Шелепиха']",3,2025-03,2025,1
realtor_based,https://www.cian.ru/rent/flat/314901047/,Москва,rent_long,flat,250000.0,1910.0,brick,30.0,6,"Смоленская, Арбатская, Кропоткинская, Киевская, Александровский сад, Парк Культуры",2025-03-13,8333.333333333334,"['Смоленская', 'Арбатская', 'Кропоткинская', 'Киевская', 'Александровский сад', 'Парк Культуры']",3,2025-03,2025,3
realtor_based,https://www.cian.ru/rent/flat/319033447/,Москва,rent_long,flat,84300.0,1962.0,brick,35.0,9,"Сокол, Панфиловская, Октябрьское поле",2025-06-23,2408.5714285714284,"['Сокол', 'Панфиловская', 'Октябрьское поле']",6,2025-06,2025,0
realtor_based,https://www.cian.ru/rent/flat/314038366/,Москва,rent_long,flat,275000.0,2020.0,monolith,50.0,78,"Москва-Сити, Москва-Сити, Деловой центр, Деловой центр, Деловой центр, Москва-Сити, Шелепиха, Шелепиха",2025-02-22,5500.0,"['Москва-Сити', 'Москва-Сити', 'Деловой центр', 'Деловой центр', 'Деловой центр', 'Москва-Сити', 'Шелепиха', 'Шелепиха']",2,2025-02,2025,5
realtor_based,https://www.cian.ru/rent/flat/309356196/,Москва,rent_long,flat,259999.0,2020.0,monolith,48.0,78,"Москва-Сити, Москва-Сити, Деловой центр, Деловой центр, Деловой центр, Москва-Сити, Шелепиха, Шелепиха",2024-11-01,5416.645833333333,"['Москва-Сити', 'Москва-Сити', 'Деловой центр', 'Деловой центр', 'Деловой центр', 'Москва-Сити', 'Шелепиха', 'Шелепиха']",11,2024-11,2024,4
realtor_based,https://www.cian.ru/rent/flat/239177280/,Москва,rent_long,flat,45000.0,1962.0,unknown,19.0,8,"Павелецкая, Пролетарская, Крестьянская застава",2020-08-17,2368.4210526315787,"['Павелецкая', 'Пролетарская', 'Крестьянская застава']",8,2020-08,2020,0
realtor_based,https://www.cian.ru/rent/flat/318467603/,Москва,rent_long,flat,350000.0,,unknown,72.0,10,"Маяковская, Белорусская, Тверская, Пушкинская, Новослободская, Белорусская, Менделеевская, Чеховская",2025-06-06,4861.111111111111,"['Маяковская', 'Белорусская', 'Тверская', 'Пушкинская', 'Новослободская', 'Белорусская', 'Менделеевская', 'Чеховская']",6,2025-06,2025,4
realtor_based,https://www.cian.ru/rent/flat/315565848/,Москва,rent_long,flat,350000.0,,monolithBrick,82.0,9,"Маяковская, Белорусская, Тверская, Пушкинская, Новослободская, Белорусская, Менделеевская, Чеховская",2025-03-28,4268.292682926829,"['Маяковская', 'Белорусская', 'Тверская', 'Пушкинская', 'Новослободская', 'Белорусская', 'Менделеевская', 'Чеховская']",3,2025-03,2025,4
realtor_based,https://www.cian.ru/rent/flat/305823202/,Москва,rent_long,flat,36000.0,2015.0,panel,17.0,21,"Некрасовка, Лухмановская, Улица Дмитриевского",2024-08-10,2117.6470588235293,"['Некрасовка', 'Лухмановская', 'Улица Дмитриевского']",8,2024-08,2024,5
realtor_based,https://www.cian.ru/rent/flat/318115024/,Москва,rent_long,flat,280000.0,,unknown,30.0,75,"Деловой центр, Деловой центр, Москва-Сити, Москва-Сити, Деловой центр, Москва-Сити, Шелепиха",2025-05-28,9333.333333333334,"['Деловой центр', 'Деловой центр', 'Москва-Сити', 'Москва-Сити', 'Деловой центр', 'Москва-Сити', 'Шелепиха']",5,2025-05,2025,2
realtor_based,https://www.cian.ru/rent/flat/319658590/,Москва,rent_long,flat,47800.0,2022.0,monolith,20.1,24,"Алтуфьево, Лианозово, Бескудниково",2025-07-11,2378.1094527363184,"['Алтуфьево', 'Лианозово', 'Бескудниково']",7,2025-07,2025,4
realtor_based,https://www.cian.ru/rent/flat/319186458/,Москва,rent_long,flat,350000.0,,unknown,30.0,11,"Киевская, Смоленская, Парк Культуры",2025-06-27,11666.666666666666,"['Киевская', 'Смоленская', 'Парк Культуры']",6,2025-06,2025,4
realtor_based,https://www.cian.ru/rent/flat/317605441/,Москва,rent_long,flat,53000.0,,unknown,30.0,9,"Молодёжная, Крылатское, Рабочий посёлок",2025-05-16,1766.6666666666667,"['Молодёжная', 'Крылатское', 'Рабочий посёлок']",5,2025-05,2025,4
realtor_based,https://www.cian.ru/rent/flat/317954423/,Москва,rent_long,flat,350000.0,1963.0,brick,30.0,11,"Смоленская, Киевская, Парк Культуры",2025-05-24,11666.666666666666,"['Смоленская', 'Киевская', 'Парк Культуры']",5,2025-05,2025,5
realtor_based,https://www.cian.ru/rent/flat/319334894/,Москва,rent_long,flat,290000.0,2024.0,monolithBrick,30.0,32,"Кутузовская, Поклонная, Парк Победы",2025-07-02,9666.666666666666,"['Кутузовская', 'Поклонная', 'Парк Победы']",7,2025-07,2025,2
realtor_based,https://www.cian.ru/rent/flat/319346386/,Москва,rent_long,flat,55600.0,1959.0,brick,26.0,4,"Первомайская, Щёлковская, Измайловская",2025-07-02,2138.4615384615386,"['Первомайская', 'Щёлковская', 'Измайловская']",7,2025-07,2025,2
realtor_based,https://www.cian.ru/rent/flat/318860692/,Москва,rent_long,flat,280000.0,,monolith,30.0,32,"Парк Победы, Поклонная, Кутузовская",2025-06-18,9333.333333333334,"['Парк Победы', 'Поклонная', 'Кутузовская']",6,2025-06,2025,2
realtor_based,https://www.cian.ru/rent/flat/229808794/,Москва,rent_long,flat,130000.0,2020.0,unknown,30.0,26,"Арбатская, Смоленская, Кропоткинская, Александровский сад, Библиотека им. Ленина, Боровицкая",2020-04-12,4333.333333333333,"['Арбатская', 'Смоленская', 'Кропоткинская', 'Александровский сад', 'Библиотека им. Ленина', 'Боровицкая']",4,2020-04,2020,6
realtor_based,https://www.cian.ru/rent/flat/313829425/,Москва,rent_long,flat,81600.0,1986.0,panel,34.3,17,"Коньково, Тёплый Стан, Беляево",2025-02-17,2379.008746355685,"['Коньково', 'Тёплый Стан', 'Беляево']",2,2025-02,2025,0
realtor_based,https://www.cian.ru/rent/flat/313526783/,Москва,rent_long,flat,220000.0,,unknown,32.0,8,"Шаболовская, Тульская, Ленинский проспект",2025-02-11,6875.0,"['Шаболовская', 'Тульская', 'Ленинский проспект']",2,2025-02,2025,1
realtor_based,https://www.cian.ru/rent/flat/318637379/,Москва,rent_long,flat,350000.0,,monolith,70.0,83,"Москва-Сити, Деловой центр, Деловой центр, Деловой центр, Москва-Сити, Москва-Сити, Шелепиха, Шелепиха",2025-06-11,5000.0,"['Москва-Сити', 'Деловой центр', 'Деловой центр', 'Деловой центр', 'Москва-Сити', 'Москва-Сити', 'Шелепиха', 'Шелепиха']",6,2025-06,2025,2
realtor_based,https://www.cian.ru/rent/flat/317825377/,Москва,rent_long,flat,55000.0,2018.0,panel,18.0,25,"Говорово, Мещерская, Солнцево",2025-05-21,3055.5555555555557,"['Говорово', 'Мещерская', 'Солнцево']",5,2025-05,2025,2
realtor_based,https://www.cian.ru/rent/flat/319526038/,Москва,rent_long,flat,380000.0,2008.0,monolith,30.0,16,"Смоленская, Киевская, Парк Культуры",2025-07-08,12666.666666666666,"['Смоленская', 'Киевская', 'Парк Культуры']",7,2025-07,2025,1
realtor_based,https://www.cian.ru/rent/flat/318786179/,Москва,rent_long,flat,380000.0,,unknown,60.0,16,"Смоленская, Киевская, Парк Культуры",2025-06-17,6333.333333333333,"['Смоленская', 'Киевская', 'Парк Культуры']",6,2025-06,2025,1
realtor_based,https://www.cian.ru/rent/flat/319476784/,Москва,rent_long,flat,65000.0,2022.0,panel,21.0,17,"Филатов Луг, Саларьево, Прокшино",2025-07-06,3095.2380952380954,"['Филатов Луг', 'Саларьево', 'Прокшино']",7,2025-07,2025,6
realtor_based,https://www.cian.ru/rent/flat/319656470/,Москва,rent_long,flat,45000.0,,monolith,13.0,13,"Кедровая, Ватутинки, Десна",2025-07-11,3461.5384615384614,"['Кедровая', 'Ватутинки', 'Десна']",7,2025-07,2025,4
realtor_based,https://www.cian.ru/rent/flat/318400090/,Москва,rent_long,flat,380000.0,,monolithBrick,80.0,11,"Киевская, Смоленская, Парк Культуры",2025-06-04,4750.0,"['Киевская', 'Смоленская', 'Парк Культуры']",6,2025-06,2025,2
realtor_based,https://www.cian.ru/rent/flat/319786336/,Москва,rent_long,flat,90000.0,2024.0,unknown,31.9,21,"Перово, Новогиреево, Кусково, Новогиреево",2025-07-15,2821.3166144200627,"['Перово', 'Новогиреево', 'Кусково', 'Новогиреево']",7,2025-07,2025,1
realtor_based,https://www.cian.ru/rent/flat/312731397/,Москва,rent_long,flat,43000.0,1971.0,panel,19.0,9,"Улица Академика Янгеля, Пражская, Красный Строитель",2025-01-23,2263.157894736842,"['Улица Академика Янгеля', 'Пражская', 'Красный Строитель']",1,2025-01,2025,3
realtor_based,https://www.cian.ru/rent/flat/319462941/,Москва,rent_long,flat,95000.0,,unknown,30.0,33,"Аминьевская, Аминьевская, Очаково",2025-07-05,3166.6666666666665,"['Аминьевская', 'Аминьевская', 'Очаково']",7,2025-07,2025,5
realtor_based,https://www.cian.ru/rent/flat/312709465/,Москва,rent_long,flat,265000.0,,unknown,30.0,95,"Деловой центр, Деловой центр, Москва-Сити, Деловой центр, Москва-Сити, Москва-Сити, Шелепиха",2025-01-23,8833.333333333334,"['Деловой центр', 'Деловой центр', 'Москва-Сити', 'Деловой центр', 'Москва-Сити', 'Москва-Сити', 'Шелепиха']",1,2025-01,2025,3
realtor_based,https://www.cian.ru/rent/flat/319491447/,Москва,rent_long,flat,65000.0,,unknown,14.0,33,"Красный Строитель, Аннино, Улица Академика Янгеля",2025-07-07,4642.857142857143,"['Красный Строитель', 'Аннино', 'Улица Академика Янгеля']",7,2025-07,2025,0
realtor_based,https://www.cian.ru/rent/flat/318518369/,Москва,rent_long,flat,58000.0,1964.0,brick,28.0,5,"Измайловская, Первомайская, Партизанская",2025-06-08,2071.4285714285716,"['Измайловская', 'Первомайская', 'Партизанская']",6,2025-06,2025,6
realtor_based,https://www.cian.ru/rent/flat/319588706/,Москва,rent_long,flat,420000.0,,monolith,87.0,21,"Раменки, Матвеевская, Ломоносовский проспект",2025-07-09,4827.586206896552,"['Раменки', 'Матвеевская', 'Ломоносовский проспект']",7,2025-07,2025,2
realtor_not_commerce,https://www.cian.ru/rent/flat/282837041/,Москва,rent_long,flat,70000.0,2017.0,monolith,17.0,23,"Улица Скобелевская, Улица Старокачаловская, Бульвар Дмитрия Донского",2023-01-24,4117.64705882353,"['Улица Скобелевская', 'Улица Старокачаловская', 'Бульвар Дмитрия Донского']",1,2023-01,2023,1
realtor_based,https://www.cian.ru/rent/flat/319108155/,Москва,rent_long,flat,380000.0,1917.0,brick,30.0,5,"Кропоткинская, Парк Культуры, Боровицкая, Арбатская, Библиотека им. Ленина, Александровский сад, Смоленская",2025-06-25,12666.666666666666,"['Кропоткинская', 'Парк Культуры', 'Боровицкая', 'Арбатская', 'Библиотека им. Ленина', 'Александровский сад', 'Смоленская']",6,2025-06,2025,2
realtor_based,https://www.cian.ru/rent/flat/298269104/,Москва,rent_long,flat,130000.0,,unknown,30.0,10,"Петровский Парк, Динамо, ЦСКА",2024-02-07,4333.333333333333,"['Петровский Парк', 'Динамо', 'ЦСКА']",2,2024-02,2024,2
realtor_based,https://www.cian.ru/rent/flat/318608249/,Москва,rent_long,flat,380000.0,,monolithBrick,34.0,5,"Кропоткинская, Парк Культуры, Боровицкая, Арбатская, Библиотека им. Ленина, Александровский сад, Смоленская",2025-06-10,11176.470588235294,"['Кропоткинская', 'Парк Культуры', 'Боровицкая', 'Арбатская', 'Библиотека им. Ленина', 'Александровский сад', 'Смоленская']",6,2025-06,2025,1
realtor_based,https://www.cian.ru/rent/flat/319153476/,Москва,rent_long,flat,250000.0,2020.0,panel,30.0,28,"Крылатское, Молодёжная, Рабочий посёлок",2025-06-27,8333.333333333334,"['Крылатское', 'Молодёжная', 'Рабочий посёлок']",6,2025-06,2025,4
realtor_based,https://www.cian.ru/rent/flat/318268375/,Москва,rent_long,flat,48900.0,2024.0,panel,10.9,9,"Филатов Луг, Прокшино, Толстопальцево",2025-06-01,4486.238532110092,"['Филатов Луг', 'Прокшино', 'Толстопальцево']",6,2025-06,2025,6
realtor_based,https://www.cian.ru/rent/flat/319153478/,Москва,rent_long,flat,300000.0,2020.0,panel,30.0,28,"Крылатское, Молодёжная, Рабочий посёлок",2025-06-27,10000.0,"['Крылатское', 'Молодёжная', 'Рабочий посёлок']",6,2025-06,2025,4
realtor_based,https://www.cian.ru/rent/flat/318391246/,Москва,rent_long,flat,300000.0,,unknown,32.0,28,"Молодёжная, Крылатское, Рабочий посёлок",2025-06-04,9375.0,"['Молодёжная', 'Крылатское', 'Рабочий посёлок']",6,2025-06,2025,2
realtor_based,https://www.cian.ru/rent/flat/296905087/,Москва,rent_long,flat,260000.0,2017.0,monolith,75.0,95,"Деловой центр, Деловой центр, Москва-Сити, Деловой центр, Москва-Сити, Москва-Сити, Шелепиха",2024-01-02,3466.6666666666665,"['Деловой центр', 'Деловой центр', 'Москва-Сити', 'Деловой центр', 'Москва-Сити', 'Москва-Сити', 'Шелепиха']",1,2024-01,2024,1
realtor_based,https://www.cian.ru/rent/flat/318436376/,Москва,rent_long,flat,350000.0,1950.0,brick,30.0,8,"Охотный ряд, Тверская, Театральная, Пушкинская, Чеховская, Библиотека им. Ленина, Кузнецкий мост, Александровский сад, Площадь Революции, Арбатская, Лубянка, Боровицкая, Маяковская, Трубная, Китай-город",2025-06-05,11666.666666666666,"['Охотный ряд', 'Тверская', 'Театральная', 'Пушкинская', 'Чеховская', 'Библиотека им. Ленина', 'Кузнецкий мост', 'Александровский сад', 'Площадь Революции', 'Арбатская', 'Лубянка', 'Боровицкая', 'Маяковская', 'Трубная', 'Китай-город']",6,2025-06,2025,3
realtor_based,https://www.cian.ru/rent/flat/319741033/,Москва,rent_long,flat,130000.0,,unknown,20.0,44,"Улица 1905 года, Белорусская, Белорусская, Беговая",2025-07-14,6500.0,"['Улица 1905 года', 'Белорусская', 'Белорусская', 'Беговая']",7,2025-07,2025,0
realtor_based,https://www.cian.ru/rent/flat/319329404/,Москва,rent_long,flat,94700.0,2023.0,brick,25.4,33,"Кантемировская, Кавказский бульвар, Царицыно",2025-07-01,3728.3464566929138,"['Кантемировская', 'Кавказский бульвар', 'Царицыно']",7,2025-07,2025,1
realtor_based,https://www.cian.ru/rent/flat/318563026/,Москва,rent_long,flat,350000.0,,unknown,85.0,8,"Охотный ряд, Тверская, Пушкинская, Театральная, Чеховская, Кузнецкий мост, Библиотека им. Ленина, Площадь Революции, Лубянка, Александровский сад, Боровицкая, Маяковская, Трубная, Арбатская, Китай-город",2025-06-09,4117.64705882353,"['Охотный ряд', 'Тверская', 'Пушкинская', 'Театральная', 'Чеховская', 'Кузнецкий мост', 'Библиотека им. Ленина', 'Площадь Революции', 'Лубянка', 'Александровский сад', 'Боровицкая', 'Маяковская', 'Трубная', 'Арбатская', 'Китай-город']",6,2025-06,2025,0
realtor_based,https://www.cian.ru/rent/flat/319590759/,Москва,rent_long,flat,250000.0,2000.0,unknown,30.0,7,"Киевская, Москва-Сити, Студенческая, Деловой центр, Кутузовская, Деловой центр",2025-07-09,8333.333333333334,"['Киевская', 'Москва-Сити', 'Студенческая', 'Деловой центр', 'Кутузовская', 'Деловой центр']",7,2025-07,2025,2
realtor_based,https://www.cian.ru/rent/flat/318557358/,Москва,rent_long,flat,40000.0,,block,18.0,16,"Перерва, Марьино, Курьяново",2025-06-09,2222.222222222222,"['Перерва', 'Марьино', 'Курьяново']",6,2025-06,2025,0
realtor_based,https://www.cian.ru/rent/flat/277678031/,Москва,rent_long,flat,260000.0,2010.0,monolith,56.0,23,"Кунцевская, Рабочий посёлок, Молодёжная, Кунцевская",2022-08-30,4642.857142857143,"['Кунцевская', 'Рабочий посёлок', 'Молодёжная', 'Кунцевская']",8,2022-08,2022,1
realtor_based,https://www.cian.ru/rent/flat/318780521/,Москва,rent_long,flat,300000.0,,monolith,30.0,28,"Молодёжная, Крылатское, Рабочий посёлок",2025-06-16,10000.0,"['Молодёжная', 'Крылатское', 'Рабочий посёлок']",6,2025-06,2025,0
realtor_not_commerce,https://www.cian.ru/rent/flat/319710312/,Москва,rent_long,flat,57000.0,,unknown,25.0,4,"Академическая, Профсоюзная",2025-07-13,2280.0,"['Академическая', 'Профсоюзная']",7,2025-07,2025,6
realtor_based,https://www.cian.ru/rent/flat/319013287/,Москва,rent_long,flat,63400.0,2021.0,monolith,14.5,25,"Братиславская, Перерва, Марьино",2025-06-23,4372.413793103448,"['Братиславская', 'Перерва', 'Марьино']",6,2025-06,2025,0
realtor_based,https://www.cian.ru/rent/flat/314674661/,Москва,rent_long,flat,200000.0,2015.0,monolith,30.0,14,"Улица 1905 года, Краснопресненская, Баррикадная",2025-03-08,6666.666666666667,"['Улица 1905 года', 'Краснопресненская', 'Баррикадная']",3,2025-03,2025,5
realtor_based,https://www.cian.ru/rent/flat/318643463/,Москва,rent_long,flat,65600.0,2024.0,monolith,23.0,10,"Черкизовская, Партизанская, Измайловская",2025-06-11,2852.1739130434785,"['Черкизовская', 'Партизанская', 'Измайловская']",6,2025-06,2025,2
realtor_based,https://www.cian.ru/rent/flat/319245499/,Москва,rent_long,flat,250000.0,,unknown,67.0,14,"Киевская, Смоленская, Студенческая",2025-06-30,3731.3432835820895,"['Киевская', 'Смоленская', 'Студенческая']",6,2025-06,2025,0
